web-scraper-order,web-scraper-start-url,beer_name,beer_name-href,review
"1666729688-20","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Reviewed by JohnnyHopps from Indiana

4.49/5  rDev +0.4%
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5Appearance - The beer was pinkish red is color with white bubble clinging to the sides of the glass. 



Smell -,The nose brought to mind vinegary red berries. 



Taste - There was a lot of raspberry in the taste, but I also detected some tart cherries. It was surrounded by a vinegary presence. The profile was tart, but did not remove tooth enamel. Sourness was lessened by a dry finish. 



Mouthfeel - The carbonation was fairly intense, allowing for a dry finish. 



Overall - This was a fine, well balanced sour.Aug 22, 2021"
"1666729688-21","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.52 by kmoen from California

Aug 14, 2021"
"1666729688-22","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.4 by BAsbill from California

Aug 14, 2021"
"1666729688-23","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.5 by Ajlvt from Washington

Aug 07, 2021"
"1666729688-24","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.5 by Sweffin from Wisconsin

Aug 03, 2021"
"1666729688-25","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 3.95 by codytwo from Connecticut

Jul 13, 2021"
"1666729688-26","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.42 by SViterileroux74 from Texas

Jul 12, 2021"
"1666729688-27","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.5 by rare_bird from Michigan

Jun 22, 2021"
"1666729688-28","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Reviewed by mfrogs from New York

4.5/5  rDev +0.7%
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5Look: beautiful, opaque garnet red. Soft white head evaporates quickly; no lace. Ring of tiny bubbles along the glass. 



Smell: subtle sour raspberries. Some funk. All gorgeous.



Taste: sharp, tangy, sour raspberry with some funk and vinegar. Beautiful rich fruit with sharp notes taking it up and up. 



Feel: Lots of sharp, active, elevating tiny bubbles. Sharp on the tongue in the best possible way.



This is a magnificent beer. All angles, sharpness, acid, funk, and fruit. And bubbles. It's alive...Jun 15, 2021"
"1666729688-29","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4 by MilwaukeeBeerMaker from Wisconsin

May 19, 2021"
"1666729688-30","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Reviewed by WunderLlama from Massachusetts

4.24/5  rDev -5.1%
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25Caged and corked bottle dated dec3.,2020 and opened May 16,2021



Fizzy pink foam immediately evaporated over a translucent ruby red liquid 



Aroma is tart raspberries



Taste is tart , raspberry , and more tart , hint of apricot , the funk is there 



Very tart , fizzy sudsing , tart bone dry finish 



Good beerMay 16, 2021"
"1666729688-31","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.58 by MeredithGurnee

May 13, 2021"
"1666729688-32","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.25 by RiceOwls27 from Texas

May 04, 2021"
"1666729688-33","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Reviewed by jbertsch from Massachusetts

3.46/5  rDev -22.6%
look: 3 | smell: 3.75 | taste: 3.25 | feel: 3.75 | overall: 3.5I want more funk. The raspberry character is big but the beer lacks depth. Would love to get some musty barnyard or brett character to provide some dimension. Wouldn't buy again.Apr 28, 2021"
"1666729688-34","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.35 by wshinevar from Massachusetts

Apr 25, 2021"
"1666729688-35","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.52 by NolaHopHead from Louisiana

Apr 23, 2021"
"1666729688-36","https://www.beeradvocate.com/beer/top-rated/","Coolship Red","https://www.beeradvocate.com/beer/profile/4/58839/","Rated: 4.46 by kreg02 from Illinois

Apr 05, 2021"
"1666729690-37","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated by bret27 from California

4.63/5  rDev +3.6%
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5B7Jul 22, 2022"
"1666729690-38","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.45 by not2quick from Missouri

Jul 22, 2022"
"1666729690-39","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.42 by Bhubbard34 from Pennsylvania

Apr 12, 2022"
"1666729690-40","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.84 by johnlatona from New Jersey

Feb 17, 2022"
"1666729690-41","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Reviewed by M-Fox24 from New Jersey

4.46/5  rDev -0.2%
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5A: Retention becomes an accelerated rupture shortly after the discharge, which emanates a willowy throw-over. Nonetheless, the preceding kick-off presents a spumescent elegance, as the stretch reaches to inches ahead of that ensuing regression. That initial onset categorizes those collared inches from Arabian Oryx to shredded coconut, before the unseating takes a painter’s knife to the pebbly brim. Just below is a presentation on appearance that succumbs the Golden Shield Lichen, with a Tuscan sun appeal. The output continues with intermittent transfers, which later transcribe hues in chartreuse, as shades of dim scarlet calmly intersect. During the walk, a growing classiness from air drafts of duration, which polish an engraving collar endowment with coupled calm clarity



S: Entryway is greeted by an involvedness preempted by esters, and a countryside funk that’s just setting off. In that regard, the indulgence stretches across citrus fruits with a ploughed rusticity that incises the herbed wheat kindly. The scents carry on towards cameo apples besides the pear drop to honey bananas, while pink & white grapefruit alloy the baboon lemon kind of limes. There’s a touch of grainy malt, for the cracker-y moments, which respect the advancing yeast properties to umbrella remote spices. In the interim, a distant dank earthiness, for fresh hay and cut pastures, while pulling a dragged mustiness out from barnyard phenols. The aerated openness channels oak to the finer points inside dry/calibrated wine, as a background frowzy lays horse blankets atop cellar moths. The forward march is neatly acidic, while continuing to press earthy must on fading rose petals, before the dry & brittle antiques of wooden leather



T: A mineralogy reading, for foretaste to indulge, with the accompanying fruit + spices relating to the harvested derives. Inferences campaign on earthy farmsteads with feedlot jazz and cultivated tobacco, as a tempered acidity roots crimson red rhubarbs. On balance, a light malt baking to field hops with a toasted spiciness, while yeast properties grind along a rural bitterness. Accordingly, grassy provinces with situated granaries that stow garnered wheat. The vintage addresses contextual funk, and pushes agricultural sulfates thru river rock mulch, as fungus builds upon the air-dry acclimations. There’s a developing cue of Grüner Veltliner, by the elongated pour for grape tinges, and a furtherance for cellar natures. To that end, a docility on acidity, as notations add oddity for woodlot ecology and slurry manure, afore dry skin briefcases



M: A bright, light buoyancy with antiquated funk, and sharp vibrancy. The allotted span comes with arbitrated tartness, which is moderated throughout, as a compliment to the progressed barrenness. Thus, a thrilling attenuation that styles effervescence handily, as the timed exposure madcaps the resounding involvedness from side to side upon the clean-complete finish 



O: An environmental showcase that harvests funk habitually, with a touch of wheat malt in back to weigh hop efficiency. The moment of service is a period of effectiveness, given the dry bite for the webbed yeast densities and age aligning land-locksDec 13, 2021"
"1666729690-42","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.69 by MTKATL from Georgia

Oct 19, 2021"
"1666729690-43","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by Ajlvt from Washington

Aug 07, 2021"
"1666729690-44","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.77 by Lucoli from New York

Jul 23, 2021"
"1666729690-45","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Reviewed by npolachek from New York

4.5/5  rDev +0.7%
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5I had the 2016 version which is a blend of Florence age for 18 months in a selection of wine barrels whose providence includes art and civil disobedience number 10. Very good beer.Jun 27, 2021"
"1666729690-46","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by Burg from New Hampshire

May 05, 2021"
"1666729690-47","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.42 by dleiner from New York

Mar 12, 2021"
"1666729690-48","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.71 by Bugsmcl from Ohio

Feb 12, 2021"
"1666729690-49","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by nollie77 from Ohio

Jan 29, 2021"
"1666729690-50","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.5 by Jkolls from Ohio

Jan 27, 2021"
"1666729690-51","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by cshafer7 from Massachusetts

Jan 08, 2021"
"1666729690-52","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.27 by danielledrinksbeer from Washington

Jan 08, 2021"
"1666729690-53","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.56 by SG_H44 from Korea (South)

Jan 03, 2021"
"1666729690-54","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.44 by motoxrdr21 from Pennsylvania

Dec 29, 2020"
"1666729690-55","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.48 by Travitten from Iowa

Nov 15, 2020"
"1666729690-56","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.63 by Vicirus from Massachusetts

Nov 07, 2020"
"1666729690-57","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.5 by David_Menendez from Pennsylvania

Oct 03, 2020"
"1666729690-58","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by Sweffin from Wisconsin

Oct 01, 2020"
"1666729690-59","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 5 by Hopelessly0 from California

Sep 20, 2020"
"1666729690-60","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 3.1 by JAWS from New York

Sep 06, 2020"
"1666729690-61","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.53 by NolaHopHead from Louisiana

Aug 15, 2020"
"1666729690-62","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.51 by DudeBeerYaBro from California

Jun 30, 2020"
"1666729690-63","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.4 by rightcoast7 from Maine

Jun 11, 2020"
"1666729690-64","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.5 by mrtomatohead49 from Georgia

Jun 01, 2020"
"1666729690-65","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4 by pepesylvia from Pennsylvania

May 01, 2020"
"1666729690-66","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4 by Lare453 from Florida

Mar 18, 2020"
"1666729690-67","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by Nedster10 from Michigan

Mar 14, 2020"
"1666729690-68","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 5 by Dharms from Pennsylvania

Mar 10, 2020"
"1666729690-69","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.75 by peterpunk15 from Massachusetts

Feb 03, 2020"
"1666729690-70","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 5 by WolverineFan1243 from Colorado

Jan 29, 2020"
"1666729690-71","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.54 by Luscious_Malfoy from Illinois

Jan 24, 2020"
"1666729690-72","https://www.beeradvocate.com/beer/top-rated/","Flora","https://www.beeradvocate.com/beer/profile/22511/62290/","Rated: 4.53 by antrocks from Massachusetts

Jan 04, 2020"
"1666729692-73","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.78 by evanwoertz from California

May 28, 2022"
"1666729692-74","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Reviewed by jngls from Germany

4.74/5  rDev +5.8%
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.752021 release. Bottle to tumbler.



Look: Jet black with with lots of tiny floaters looking like golden stardust. No head. No lacing.



Smell: Malty, sweet and boozy. Clear notes of rye, molasses and coffee.



Taste: The rye is very present with the molasses adding sweetness, the coffee bitterness. Dark chocolate is there, malty and woody hints as well. The boozy barrel notes keep everything together very nicely. 



Feel: Full and thick. Rather creamy than syrupy. Very low carbonation.



Overall: At first, the combination of rye, molasses and coffee didn't sound too promising to me as I'm not a big fan of any of the three flavors in my stouts. However, in this case every single one of them adds to a perfectly balanced taste which, together with the creamy mouthfeel, results in a fantastic beer.May 18, 2022"
"1666729692-75","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4 by Affinity from Missouri

May 02, 2022"
"1666729692-76","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.65 by Lucoli from New York

May 02, 2022"
"1666729692-77","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 5 by JeffNev from Nevada

May 01, 2022"
"1666729692-78","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.5 by akopczyk from Ohio

Apr 20, 2022"
"1666729692-79","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.5 by kevindp9 from Arizona

Apr 17, 2022"
"1666729692-80","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.5 by BeerRay from Rhode Island

Apr 14, 2022"
"1666729692-81","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.6 by mattmarka1 from Minnesota

Apr 09, 2022"
"1666729692-82","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Reviewed by augustgarage from California

4.41/5  rDev -1.6%
look: 3 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.52021 release - batch 5. 13.3% ABV. Poured from a 500mL bottle into a snifter.



Clear (?) seal brown liquid with a faint tan collar. Vague sheen of tears; no head development. 



Rich, balanced aromas of coffee, roast malt, chocolate covered cherries, faint pipe tobacco, and molasses; perhaps an earthy hop note at times. 



Unctuous palate entry suffused with all the flavors from the nose, dialed up. Bittersweet chocolate, bright stone fruit/berry notes, leading to layers of cocoa, loam, treacle, and toasted brown sugar. Malt exhibits moderate roast qualities, but more forward character comes from the coffee and barrel. No char. Low bitterness. Medium-dry finish. Decent complexity, but more focus on balance and smoothness I think.



Oily, rich, medium-full body with dangerously disguised alcohol. 



Excellent example of the style, although, perhaps, the base beer is a touch subdued. Maybe not the best value, but I won't dock any points for that...Apr 02, 2022"
"1666729692-83","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.31 by beersgud from Kansas

Mar 25, 2022"
"1666729692-84","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.42 by PDinunzi from New Jersey

Mar 25, 2022"
"1666729692-85","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.48 by jhavs from New York

Mar 03, 2022"
"1666729692-86","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.59 by Chilmer from Iowa

Feb 27, 2022"
"1666729692-87","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Reviewed by REVZEB from Illinois

4.61/5  rDev +2.9%
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75Midnight black oily pour with a brown head. The nose is essentially a perfect ba coffee stout nose, and thus elevated the overall score a bit: huge and full coffee with tones of bean and grounds plus earth, bittersweet dark chocolate, rye, dried date, plus huge rich barrel notes with an emphasis on the molasses and vanillin laiden bourbon, wow. Taste has brighter complexion with semi-sweet chocolate, raisin, and barrel is not as powerful, loses the rye and some earth tones, but still excellent. Feel is chewy yet medium bodied, good barrel with the warmth in particular, but coffee is the clear star with roast and percolation for days. Overall just a little shy of being one of the greats, but the smell is thereFeb 23, 2022"
"1666729692-88","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.48 by Gkruszewski from New York

Feb 14, 2022"
"1666729692-89","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.54 by irishevans from California

Feb 11, 2022"
"1666729692-90","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.42 by goblue30 from Michigan

Feb 09, 2022"
"1666729692-91","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.25 by BSW from California

Feb 08, 2022"
"1666729692-92","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.29 by Argento from Rhode Island

Feb 06, 2022"
"1666729692-93","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.63 by Cpmitchno1 from Virginia

Jan 23, 2022"
"1666729692-94","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.75 by brpendergast85 from District of Columbia

Jan 22, 2022"
"1666729692-95","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.5 by BEER88 from Washington

Jan 20, 2022"
"1666729692-96","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.5 by Virby44 from Wisconsin

Jan 17, 2022"
"1666729692-97","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Rated: 4.3 by spersichilli from California

Jan 13, 2022"
